#	Powered by Chinese Virtual Observatory (China-VO): www.china-vo.org 2017-02-28 09:39:52
#	In case of problem: please contact support@lamost.org
#----------------------------------------------------------------------------
#	obsid,long,I8,
#	obsdate,date,A40,
#	lmjd,int,I4,
#	mjd,int,I4,
#	planid,char,A40,
#	spid,int,I2,
#	fiberid,int,I2,
#	class,char,A20,
#	subclass,char,A20,
#	z,double,F21.10,
#	ra,double,F16.10,
#	dec,double,F16.10,
#	teff,double,F10.10,
#	logg,double,F10.10,
#	feh,double,F10.10,
#	rv,double,F10.10,
#----------------------------------------------------------------------------
obsid,obsdate,lmjd,mjd,planid,spid,fiberid,class,subclass,z,ra,dec,teff,logg,feh,rv
379101008,2015-10-30,57326,57325,HD061136N484239V01,1,8,STAR,A6IV,-0.0000446976,93.2151508300,46.4218361100,8115.78,3.881,-0.067,-13.40
379101078,2015-10-30,57326,57325,HD061136N484239V01,1,78,STAR,A2V,-0.0001134800,92.9186613900,46.5522511100, , , , 
379101079,2015-10-30,57326,57325,HD061136N484239V01,1,79,STAR,F0,-0.0001678161,93.0071903000,46.7791461000,6650.01,4.023,-0.163,-50.31
379101151,2015-10-30,57326,57325,HD061136N484239V01,1,151,STAR,F5,-0.0000202140,92.7614580600,47.1174361100,6629.43,4.126,0.132,-6.06
379101163,2015-10-30,57326,57325,HD061136N484239V01,1,163,STAR,F0,-0.0001651809,92.5875738900,47.1679016700,7362.66,3.778,0.553,-49.52
379101174,2015-10-30,57326,57325,HD061136N484239V01,1,174,STAR,F5,-0.0001314576,92.6768755600,46.7803827800,6406.92,4.003,0.052,-39.41
268309044,2014-11-18,56980,56979,HD052954N014721V01,9,44,STAR,A2IV,0.0001039100,83.3643013900,2.6515794400, , , , 
268309157,2014-11-18,56980,56979,HD052954N014721V01,9,157,STAR,G0,0.0001518384,82.8432072000,2.6843625000,6094.90,4.048,0.107,45.52
268309164,2014-11-18,56980,56979,HD052954N014721V01,9,164,STAR,A2IV,0.0000845400,82.8750322200,2.5469505600, , , , 
268309233,2014-11-18,56980,56979,HD052954N014721V01,9,233,STAR,F6,0.0001723526,83.5114342000,1.8222164000,6379.40,4.166,0.056,51.67
191205039,2013-12-14,56641,56640,GAC117N12V1,5,39,STAR,A7V,-0.0000186462,117.1746500000,11.1423720000,7557.95,3.848,-0.030,-5.59
191205040,2013-12-14,56641,56640,GAC117N12V1,5,40,STAR,F5,0.0000973340,117.2595700000,11.0921040000,6503.92,4.096,0.204,29.18
191205061,2013-12-14,56641,56640,GAC117N12V1,5,61,STAR,F7,0.0001382623,116.6964600000,11.4680790000,6208.98,4.271,-0.268,41.45
191205192,2013-12-14,56641,56640,GAC117N12V1,5,192,STAR,G0,0.0000280861,116.4957400000,11.4560840000,6060.32,4.152,0.059,8.42
191610036,2013-12-14,56641,56640,VB032N44V1,10,36,STAR,F0,0.0000919303,29.4830520000,43.3978080000,6799.45,4.090,-0.125,27.56
191610060,2013-12-14,56641,56640,VB032N44V1,10,60,STAR,A7V,-0.0000165200,29.4452860000,43.9501530000, , , , 
191608151,2013-12-14,56641,56640,VB032N44V1,8,151,STAR,F5,-0.0000902958,32.7163050000,43.6379590000,6519.98,3.987,-0.082,-27.07
191716065,2013-12-14,56641,56640,VB032N44V2,16,65,STAR,G2,-0.0000515023,30.6404420000,46.3476330000,5865.77,4.239,-0.066,-15.44
192212050,2013-12-15,56642,56641,VB005N38V1,12,50,STAR,A7V,-0.0000230500,7.0961510000,40.2813070000, , , , 
192212107,2013-12-15,56642,56641,VB005N38V1,12,107,STAR,F5,-0.0000689477,7.8015860000,39.8252680000,6577.83,3.988,0.035,-20.67
192212115,2013-12-15,56642,56641,VB005N38V1,12,115,STAR,F5,-0.0001522387,7.5711160000,39.8051150000,6578.64,4.171,-0.111,-45.64
192212143,2013-12-15,56642,56641,VB005N38V1,12,143,STAR,F0,-0.0000254509,6.1517750000,39.7033230000,7026.70,4.082,-0.043,-7.63
191907200,2013-12-15,56642,56641,GAC094N47V2,7,200,STAR,A2IV,-0.0000044100,97.1382870000,46.0989070000, , , , 
191907238,2013-12-15,56642,56641,GAC094N47V2,7,238,STAR,F0,0.0000181459,96.4239340000,45.3646470000,7341.81,3.961,-0.060,5.44
195406075,2013-12-20,56647,56646,VB054N13V1,6,75,STAR,G2,0.0000676134,57.1736910000,13.6414530000,5848.12,4.252,-0.264,20.27
195406167,2013-12-20,56647,56646,VB054N13V1,6,167,STAR,F5,-0.0000375260,56.8944110000,13.1515720000,6418.27,4.038,-0.204,-11.25
191306174,2013-12-14,56641,56640,GAC117N12V2,6,174,STAR,G0,0.0000861930,119.7860600000,11.3841200000,5983.08,4.312,-0.277,25.84
191306183,2013-12-14,56641,56640,GAC117N12V2,6,183,STAR,A1V,0.0000556100,119.2594000000,11.6057660000, , , , 
191306229,2013-12-14,56641,56640,GAC117N12V2,6,229,STAR,F0,0.0000739845,118.6034600000,11.2832480000,7145.75,4.095,0.009,22.18
379707013,2015-10-31,57327,57326,EG022114N232535V01,7,13,STAR,A2IV,-0.0000118800,36.3122230000,21.6325550000, , , , 
379707023,2015-10-31,57327,57326,EG022114N232535V01,7,23,STAR,A7V,-0.0000703400,36.4151067000,21.7605847000, , , , 
269204144,2014-11-20,56982,56981,EG031110N071026M01,4,144,STAR,F5,0.0000920303,47.5440100000,6.7010500000,6437.92,4.049,-0.094,27.59
378904007,2015-10-30,57326,57325,EG220255N140221V01,4,7,STAR,F9,-0.0000991352,330.5460820000,13.8144800000,5808.24,4.521,0.133,-29.72
378904024,2015-10-30,57326,57325,EG220255N140221V01,4,24,STAR,F5,0.0000637441,330.3188120000,14.3671020000,6323.07,4.060,-0.309,19.11
378904038,2015-10-30,57326,57325,EG220255N140221V01,4,38,STAR,A3IV,-0.0000509500,330.3712480000,14.4746880000, , , , 
378904088,2015-10-30,57326,57325,EG220255N140221V01,4,88,STAR,F0,0.0000164114,330.9538870000,13.6399110000,7108.55,4.084,0.001,4.92
378904099,2015-10-30,57326,57325,EG220255N140221V01,4,99,STAR,G3,0.0000709157,330.8651010000,13.6892820000,5918.45,4.045,0.272,21.26
378904129,2015-10-30,57326,57325,EG220255N140221V01,4,129,STAR,F5,-0.0000960998,330.5452210000,13.4506090000,6487.99,4.113,0.087,-28.81
378904133,2015-10-30,57326,57325,EG220255N140221V01,4,133,STAR,G2,-0.0000292202,330.4270520000,13.6380340000,5842.66,4.316,-0.062,-8.76
378904140,2015-10-30,57326,57325,EG220255N140221V01,4,140,STAR,G3,-0.0000740846,330.5235210000,13.4546190000,5835.10,4.151,0.139,-22.21
378904142,2015-10-30,57326,57325,EG220255N140221V01,4,142,STAR,F6,0.0000248839,330.7190290000,13.4332380000,6204.21,4.067,-0.388,7.46
378904147,2015-10-30,57326,57325,EG220255N140221V01,4,147,STAR,F5,-0.0001016036,330.5252730000,13.5218090000,6466.20,4.050,-0.034,-30.46
378904189,2015-10-30,57326,57325,EG220255N140221V01,4,189,STAR,F6,-0.0000659123,330.1932670000,13.6887390000,6232.59,4.121,-0.085,-19.76
190302021,2013-12-13,56640,56639,GAC064N42V3,2,21,STAR,F4,0.0001353603,63.4267970000,40.3471140000,6355.77,4.133,-0.515,40.58
190302022,2013-12-13,56640,56639,GAC064N42V3,2,22,STAR,A8III,0.0001045200,63.3460140000,40.3822780000, , , , 
190302052,2013-12-13,56640,56639,GAC064N42V3,2,52,STAR,A8III,-0.0000315400,63.6538280000,40.4901500000, , , , 
190302061,2013-12-13,56640,56639,GAC064N42V3,2,61,STAR,F7,-0.0002083441,63.7637360000,40.5549240000,6013.71,4.281,-0.323,-62.46
190302180,2013-12-13,56640,56639,GAC064N42V3,2,180,STAR,A6IV,7.005E-7,62.4891240000,40.7967150000,8091.02,3.890,-0.194,0.21
414114009,2016-01-26,57414,57413,HD090427N432630V02,14,9,STAR,F0,-0.0000891283,133.1027960000,44.3668130000,6720.45,3.993,0.078,-26.72
414114091,2016-01-26,57414,57413,HD090427N432630V02,14,91,STAR,G3,-0.0001170810,134.0696170000,44.1402930000,5675.16,4.036,-0.304,-35.10
414114104,2016-01-26,57414,57413,HD090427N432630V02,14,104,STAR,F5,-0.0000388269,133.1299530000,44.0992430000,6350.22,3.907,-0.270,-11.64
414114124,2016-01-26,57414,57413,HD090427N432630V02,14,124,STAR,K1,-0.0000769199,132.9307920000,43.9858250000,5018.59,3.413,0.029,-23.06
414114131,2016-01-26,57414,57413,HD090427N432630V02,14,131,STAR,A2IV,-0.0001014900,133.7552711100,44.1543869400, , , , 
414114137,2016-01-26,57414,57413,HD090427N432630V02,14,137,STAR,F3,0.0001034382,133.7123180000,44.2232200000,6632.95,4.148,-0.123,31.01
414114139,2016-01-26,57414,57413,HD090427N432630V02,14,139,STAR,F3,0.0000383932,133.8775290000,44.2110740000,6623.04,4.083,-0.031,11.51
267916151,2014-11-17,56979,56978,HD092603S011405V01,16,151,STAR,F6,-0.0001371282,140.5667020000,0.1994270000,6149.46,3.995,-0.296,-41.11
414908089,2016-01-27,57415,57414,EG031956N084159V01,8,89,STAR,F5,0.0000290200,51.3623680000,8.4271450000, , , , 
414605055,2016-01-26,57414,57413,KP082321N181955V01,5,55,STAR,F9,-0.0000134760,125.4424402800,17.6604858300,5841.45,4.213,0.416,-4.04
414605062,2016-01-26,57414,57413,KP082321N181955V01,5,62,STAR,F5,-0.0001379288,125.4830875000,17.5343422200,6575.33,4.015,-0.153,-41.35
414605118,2016-01-26,57414,57413,KP082321N181955V01,5,118,STAR,G0,0.0001040386,126.1266711100,17.4690477800,6181.21,4.364,0.185,31.19
414605176,2016-01-26,57414,57413,KP082321N181955V01,5,176,STAR,G2,-0.0002001051,124.6576010000,17.6053120000,5829.19,4.136,-0.030,-59.99
414605183,2016-01-26,57414,57413,KP082321N181955V01,5,183,STAR,F5,0.0001244861,124.8770980000,17.5448130000,6345.45,3.965,-0.034,37.32
414910078,2016-01-27,57415,57414,EG031956N084159V01,10,78,STAR,A2V,0.0001344000,47.9251900000,8.1187790000, , , , 
414910174,2016-01-27,57415,57414,EG031956N084159V01,10,174,STAR,F0,0.0000819233,48.3899890000,7.7987460000,6995.87,3.965,-0.076,24.56
414316197,2016-01-26,57414,57413,HD105331N491352V02,16,197,STAR,F5,-0.0000138429,161.5641650000,50.7493040000,6389.17,3.939,-0.022,-4.15
379201007,2015-10-30,57326,57325,HD073056N083307V01,1,7,STAR,F5,-0.0000302543,113.2972450000,6.4166420000,6430.30,4.091,-0.179,-9.07
379201038,2015-10-30,57326,57325,HD073056N083307V01,1,38,STAR,F0,-0.0000320222,112.5318480000,6.4759420000,7180.19,4.005,-0.160,-9.60
379201078,2015-10-30,57326,57325,HD073056N083307V01,1,78,STAR,A1IV,0.0000164000,112.8847370000,6.3997550000, , , , 
379201098,2015-10-30,57326,57325,HD073056N083307V01,1,98,STAR,A7V,-0.0000025600,112.7889091700,6.4179136100, , , , 
379201139,2015-10-30,57326,57325,HD073056N083307V01,1,139,STAR,A7V,-0.0000048200,113.0489200000,7.0451850000, , , , 
379201144,2015-10-30,57326,57325,HD073056N083307V01,1,144,STAR,F0,-0.0000667128,113.2249180000,6.8999830000,6830.96,3.898,0.065,-20.00
379201157,2015-10-30,57326,57325,HD073056N083307V01,1,157,STAR,A5V,0.0001083200,112.7079970000,6.9870710000, , , , 
379201167,2015-10-30,57326,57325,HD073056N083307V01,1,167,STAR,F0,-0.0000250173,112.6677200000,6.6633810000,6696.61,4.111,-0.109,-7.50
379201184,2015-10-30,57326,57325,HD073056N083307V01,1,184,STAR,F0,0.0000039361,113.4773044000,6.2711214000,7358.97,3.972,-0.042,1.18
379201188,2015-10-30,57326,57325,HD073056N083307V01,1,188,STAR,F0,-0.0001744540,113.3206000000,6.2141290000,7262.56,3.749,0.594,-52.30
379201215,2015-10-30,57326,57325,HD073056N083307V01,1,215,STAR,F3,0.0000114746,112.7824780000,6.1049850000,6573.68,4.048,-0.177,3.44
379201236,2015-10-30,57326,57325,HD073056N083307V01,1,236,STAR,A7V,0.0000761500,112.1469241700,6.3025438900, , , , 
316902233,2015-02-10,57064,57063,HD141904N190355V01,2,233,STAR,A1V,-0.0000274300,213.7962480000,17.5175750000, , , , 
316902239,2015-02-10,57064,57063,HD141904N190355V01,2,239,STAR,F0,-0.0000644779,213.8060060000,17.6490200000,6706.76,4.063,-0.111,-19.33
313402091,2015-02-05,57059,57058,HD121906N401846V01,2,91,STAR,F5,-0.0000416622,182.2997663900,38.7971747200,6486.95,4.068,-0.278,-12.49
313402109,2015-02-05,57059,57058,HD121906N401846V01,2,109,STAR,G0,-0.0000583737,183.5547900000,38.0324910000,5977.66,4.257,-0.268,-17.50
313402186,2015-02-05,57059,57058,HD121906N401846V01,2,186,STAR,F0,0.0000224155,182.8819820000,39.0955380000,6486.47,4.186,-0.350,6.72
316901052,2015-02-10,57064,57063,HD141904N190355V01,1,52,STAR,F5,-0.0000232161,214.3747170000,17.3725350000,6399.09,4.036,0.041,-6.96
316901235,2015-02-10,57064,57063,HD141904N190355V01,1,235,STAR,F9,0.0000372925,214.3865436100,16.6999363900,6031.56,4.250,-0.106,11.18
191305226,2013-12-14,56641,56640,GAC117N12V2,5,226,STAR,A7V,0.0000314700,116.6822900000,11.0978620000, , , , 
195405143,2013-12-20,56647,56646,VB054N13V1,5,143,STAR,F7,0.0002465039,54.9121870000,12.7132440000,6241.38,4.181,-0.196,73.90
191501073,2013-12-14,56641,56640,HD112918N302528V,1,73,STAR,F5,-0.0000796551,171.9698820000,28.8816120000,6210.85,4.037,-0.455,-23.88
191501128,2013-12-14,56641,56640,HD112918N302528V,1,128,STAR,F7,-0.0000359249,172.5470110000,28.6513020000,6216.92,4.110,-0.250,-10.77
191816080,2013-12-15,56642,56641,GAC094N47V1,16,80,STAR,F5,-0.0000337233,92.3396600000,48.5868380000,6487.18,4.228,-0.012,-10.11
191708039,2013-12-14,56641,56640,VB032N44V2,8,39,STAR,A6IV,0.0000253700,33.1817170000,44.3571470000, , , , 
191710036,2013-12-14,56641,56640,VB032N44V2,10,36,STAR,F0,0.0000544710,29.4830520000,43.3978080000,6814.85,4.114,-0.121,16.33
191710069,2013-12-14,56641,56640,VB032N44V2,10,69,STAR,A2V,0.0001042600,29.8719380000,43.6909710000, , , , 
191710163,2013-12-14,56641,56640,VB032N44V2,10,163,STAR,A2V,-0.0000199600,30.3800070000,43.6506810000, , , , 
192312066,2013-12-15,56642,56641,VB005N38V2,12,66,STAR,A7V,-0.0000104900,6.7081960000,39.9235690000, , , , 
268308209,2014-11-18,56980,56979,HD052954N014721V01,8,209,STAR,F3,-0.0000810227,83.0233738900,0.4552413900,6688.20,4.086,0.049,-24.29
268308232,2014-11-18,56980,56979,HD052954N014721V01,8,232,STAR,F0,0.0000123085,83.2199955600,1.3663080600,6860.51,4.109,-0.078,3.69
268307236,2014-11-18,56980,56979,HD052954N014721V01,7,236,STAR,A6IV,0.0000960000,83.4082080600,-0.2620041700, , , , 
195506064,2013-12-20,56647,56646,VB138S03V1,6,64,STAR,F5,0.0000736510,140.4920300000,-3.4109310000,6363.88,4.013,0.096,22.08
268302018,2014-11-18,56980,56979,HD052954N014721V01,2,18,STAR,A7IV,0.0000793400,81.5241200000,-0.0576875000, , , , 
268302051,2014-11-18,56980,56979,HD052954N014721V01,2,51,STAR,A6IV,-0.0000305878,81.8906252800,0.0704580600,7922.61,3.907,-0.244,-9.17
268302082,2014-11-18,56980,56979,HD052954N014721V01,2,82,STAR,F7,0.0000994688,80.6419992000,0.2905103000,6197.99,4.326,0.016,29.82
268302089,2014-11-18,56980,56979,HD052954N014721V01,2,89,STAR,F8,-0.0000225489,80.7993564000,0.0675850000,6029.73,4.209,-0.196,-6.76
195404134,2013-12-20,56647,56646,VB054N13V1,4,134,STAR,A7V,0.0000029020,54.7350020000,13.5394830000,7803.91,3.999,-0.052,0.87
195408153,2013-12-20,56647,56646,VB054N13V1,8,153,STAR,G2,0.0000295538,55.2407970000,13.1508540000,6033.77,4.417,0.128,8.86
195408197,2013-12-20,56647,56646,VB054N13V1,8,197,STAR,B6,-0.0000642000,55.1768020000,12.9480820000, , , , 
195409026,2013-12-20,56647,56646,VB054N13V1,9,26,STAR,A6IV,0.0000013200,55.5647040000,14.5216120000, , , , 
195409040,2013-12-20,56647,56646,VB054N13V1,9,40,STAR,F8,0.0000711826,55.5396360000,14.6269940000,6160.25,4.104,0.138,21.34
195409069,2013-12-20,56647,56646,VB054N13V1,9,69,STAR,F0,0.0000921971,55.6836100000,14.8763010000,7275.30,3.795,0.357,27.64
195409174,2013-12-20,56647,56646,VB054N13V1,9,174,STAR,A7V,0.0000273856,55.3614700000,14.6301920000,7428.90,4.077,-0.432,8.21
195403007,2013-12-20,56647,56646,VB054N13V1,3,7,STAR,G2,-0.0001398968,54.2392310000,13.3328680000,5942.39,3.988,-0.080,-41.94
195403199,2013-12-20,56647,56646,VB054N13V1,3,199,STAR,F0,-0.0000048700,54.1965440000,13.6471100000,6631.06,4.206,-0.124,-1.46
192611191,2013-12-15,56642,56641,VB136N01V1,11,191,STAR,F5,0.0000218151,136.5468600000,3.4447300000,6509.82,4.130,-0.124,6.54
268303064,2014-11-18,56980,56979,HD052954N014721V01,3,64,STAR,F5,0.0003276600,81.1940788900,2.0405288900,6354.83,4.193,-0.523,98.23
268303215,2014-11-18,56980,56979,HD052954N014721V01,3,215,STAR,A2IV,0.0000316400,81.4589077800,2.1217216700, , , , 
195402170,2013-12-20,56647,56646,VB054N13V1,2,170,STAR,F3,0.0001332589,52.7349660000,12.5423630000,6549.34,4.161,-0.308,39.95
191314132,2013-12-14,56641,56640,GAC117N12V2,14,132,STAR,A1V,-0.0000544900,115.7446800000,13.1710750000, , , , 
191314197,2013-12-14,56641,56640,GAC117N12V2,14,197,STAR,A1V,0.0000266400,115.3724700000,12.3640000000, , , , 
195410073,2013-12-20,56647,56646,VB054N13V1,10,73,STAR,G2,0.0000073384,52.9408240000,13.5016390000,5841.82,4.455,-0.284,2.20
379004014,2015-10-30,57326,57325,HD042432N505042V01,4,14,STAR,A2IV,-0.0000387200,65.5249880600,51.0168472200, , , , 
379004028,2015-10-30,57326,57325,HD042432N505042V01,4,28,STAR,F5,0.0000058374,65.6931975000,51.2065261000,6581.39,4.161,0.042,1.75
379512002,2015-10-31,57327,57326,EG005558N271233V01,12,2,STAR,F7,-0.0000438303,15.5751030000,28.7786290000,6283.55,4.248,0.002,-13.14
379004101,2015-10-30,57326,57325,HD042432N505042V01,4,101,STAR,F6,0.0001004695,66.7492450000,50.6960230600,6218.29,4.224,-0.040,30.12
379004105,2015-10-30,57326,57325,HD042432N505042V01,4,105,STAR,A5V,-2.700E-7,66.8296694400,50.5855719400, , , , 
379004112,2015-10-30,57326,57325,HD042432N505042V01,4,112,STAR,G3,-0.0001383624,66.5070763900,50.5073333300,5818.53,4.423,-0.038,-41.48
379004124,2015-10-30,57326,57325,HD042432N505042V01,4,124,STAR,B6,0.0000182700,66.8614552800,50.7181505600, , , , 
379004135,2015-10-30,57326,57325,HD042432N505042V01,4,135,STAR,A1V,-0.0001144300,65.6603616700,50.3393547200, , , , 
379004159,2015-10-30,57326,57325,HD042432N505042V01,4,159,STAR,G1,0.0000103071,65.3022222000,50.9778092000,6019.41,4.339,0.054,3.09
379004163,2015-10-30,57326,57325,HD042432N505042V01,4,163,STAR,A6IV,0.0000494600,65.4791002800,50.7010080600, , , , 
379004189,2015-10-30,57326,57325,HD042432N505042V01,4,189,STAR,A2V,-0.0000210400,65.2586306000,50.4940628000, , , , 
379004199,2015-10-30,57326,57325,HD042432N505042V01,4,199,STAR,A1V,-0.0000620200,65.4368744000,50.6426719000, , , , 
379004220,2015-10-30,57326,57325,HD042432N505042V01,4,220,STAR,A8III,-0.0001580427,66.4661008300,51.3363130600,7091.10,4.096,-0.022,-47.38
379004247,2015-10-30,57326,57325,HD042432N505042V01,4,247,STAR,A6IV,-0.0000107800,67.0732916700,50.6844533300, , , , 
195415152,2013-12-20,56647,56646,VB054N13V1,15,152,STAR,F7,-0.0002667179,54.1174920000,15.1636520000,6256.23,4.114,-0.106,-79.96
414214068,2016-01-26,57414,57413,HD100305N461149V02,14,68,STAR,F7,-0.0000766197,148.3815260000,46.5655410000,6133.95,4.080,0.044,-22.97
414214118,2016-01-26,57414,57413,HD100305N461149V02,14,118,STAR,F6,-0.0000241167,147.6658810000,46.8970910000,6331.62,4.201,0.024,-7.23
414214207,2016-01-26,57414,57413,HD100305N461149V02,14,207,STAR,F0,-0.0000711492,148.4555680000,46.9615280000,7059.40,4.038,-0.143,-21.33
414214243,2016-01-26,57414,57413,HD100305N461149V02,14,243,STAR,F3,-0.0000366587,147.7536680000,46.7453490000,6546.01,4.235,-0.331,-10.99
312916237,2015-02-05,57059,57058,HD060757N340949V01,16,237,STAR,A1V,-0.0000214900,91.1242980600,36.4034711100, , , , 
195401021,2013-12-20,56647,56646,VB054N13V1,1,21,STAR,G4,0.0000421625,55.0918860000,11.7299270000,5598.36,4.020,-0.061,12.64
195401132,2013-12-20,56647,56646,VB054N13V1,1,132,STAR,G1,-0.0000689477,55.1289150000,12.0983000000,6068.42,4.186,0.245,-20.67
195401172,2013-12-20,56647,56646,VB054N13V1,1,172,STAR,F0,-0.0000077053,54.8181320000,12.3169570000,6716.00,4.027,-0.015,-2.31
195416099,2013-12-20,56647,56646,VB054N13V1,16,99,STAR,A5V,0.0001465900,53.4285190000,15.0750610000, , , , 
195416105,2013-12-20,56647,56646,VB054N13V1,16,105,STAR,F0,0.0001650142,54.0407840000,15.5730310000,6936.38,3.965,0.014,49.47
195416172,2013-12-20,56647,56646,VB054N13V1,16,172,STAR,A7V,-0.0000378600,53.8730280000,15.3458150000, , , , 
195416250,2013-12-20,56647,56646,VB054N13V1,16,250,STAR,F5,0.0000396608,53.8775190000,16.2131200000,6479.88,4.202,-0.078,11.89
312701126,2015-02-05,57059,57058,EG024221N200041V01,1,126,STAR,F0,-0.0000548713,41.1053710000,18.2430340000,6851.43,4.107,-0.187,-16.45
312701198,2015-02-05,57059,57058,EG024221N200041V01,1,198,STAR,F8,-0.0001189823,41.3219955600,17.7822552800,6090.94,4.239,-0.061,-35.67
312701236,2015-02-05,57059,57058,EG024221N200041V01,1,236,STAR,F8,-0.0001398968,39.9443727800,17.7895469400,6125.98,4.051,0.123,-41.94
379301036,2015-10-30,57326,57325,HD083242N202628V01,1,36,STAR,F5,0.0000174788,128.0627990000,18.2284640000,6379.78,4.079,-0.410,5.24
379301084,2015-10-30,57326,57325,HD083242N202628V01,1,84,STAR,A6IV,-0.0001144125,128.3239040000,18.3422170000,8177.13,3.826,0.001,-34.30
379301090,2015-10-30,57326,57325,HD083242N202628V01,1,90,STAR,F5,-0.0000621096,128.4917100000,18.4529160000,6607.85,4.164,0.024,-18.62
379301144,2015-10-30,57326,57325,HD083242N202628V01,1,144,STAR,F5,0.0000898622,128.6471925000,18.7684705600,6427.37,4.095,-0.208,26.94
379301207,2015-10-30,57326,57325,HD083242N202628V01,1,207,STAR,F0,0.0000571729,127.8651752800,17.9817191700,7095.31,4.046,-0.039,17.14
414112043,2016-01-26,57414,57413,HD090427N432630V02,12,43,STAR,F7,-0.0000696815,137.5261416700,45.4683458300,6131.13,4.336,-0.153,-20.89
414112099,2016-01-26,57414,57413,HD090427N432630V02,12,99,STAR,F5,0.0000065045,137.3419611100,44.7382483300,6328.46,3.997,-0.572,1.95
313014089,2015-02-05,57059,57058,HD072031N175152V01,14,89,STAR,A2V,0.0002162300,108.5925975000,18.6267355600, , , , 
316906124,2015-02-10,57064,57063,HD141904N190355V01,6,124,STAR,F5,-0.0000401278,217.1109441700,18.1787347200,6303.79,3.982,-0.383,-12.03
313502228,2015-02-05,57059,57058,HD124433N430735V01,2,228,STAR,F7,-0.0000456983,189.9289660000,41.4765070000,6125.78,4.168,-0.205,-13.70
313502246,2015-02-05,57059,57058,HD124433N430735V01,2,246,STAR,F9,-0.0000548713,189.6698310000,41.6140360000,6082.96,4.184,0.044,-16.45
419303183,2016-02-04,57423,57422,GAC096N11B1,3,183,STAR,A3IV,0.0000206500,95.4805450000,10.9746570000, , , , 
316905174,2015-02-10,57064,57063,HD141904N190355V01,5,174,STAR,A7V,0.0000621800,214.4803930000,18.4434990000, , , , 
316904039,2015-02-10,57064,57063,HD141904N190355V01,4,39,STAR,F6,-0.0001853616,214.5385190000,19.5586760000,6275.17,4.237,-0.212,-55.57
316904133,2015-02-10,57064,57063,HD141904N190355V01,4,133,STAR,F5,0.0000280861,214.4953300000,18.6520940000,6353.81,4.110,0.087,8.42
316910081,2015-02-10,57064,57063,HD141904N190355V01,10,81,STAR,F6,0.0000508685,212.4380786100,18.3269441700,6219.45,4.054,-0.041,15.25
316911057,2015-02-10,57064,57063,HD141904N190355V01,11,57,STAR,F5,0.0000048700,214.9519610000,20.7679340000,6547.59,4.122,-0.018,1.46
270811068,2014-11-23,56985,56984,HD093120N125131V01,11,68,STAR,F2,0.0001379288,143.2937660000,14.5612730000,6003.28,4.277,-0.371,41.35
270811073,2014-11-23,56985,56984,HD093120N125131V01,11,73,STAR,F5,0.0000981679,143.4770490000,14.6072980000,6246.97,4.020,-0.220,29.43
270811094,2014-11-23,56985,56984,HD093120N125131V01,11,94,STAR,G3,0.0001853616,142.8712890000,14.6577310000,5702.47,4.339,-0.061,55.57
270811176,2014-11-23,56985,56984,HD093120N125131V01,11,176,STAR,G0,0.0000092397,142.7897220000,14.7520310000,6089.90,4.309,-0.039,2.77
270811245,2014-11-23,56985,56984,HD093120N125131V01,11,245,STAR,G3,-0.0001764888,142.9911590000,14.4930910000,5593.67,4.541,-0.235,-52.91
191609014,2013-12-14,56641,56640,VB032N44V1,9,14,STAR,A2V,-0.0000672600,33.1010600000,44.5118680000, , , , 
195505068,2013-12-20,56647,56646,VB138S03V1,5,68,STAR,G3,0.0001116773,137.6234100000,-3.6521420000,5898.47,4.292,-0.007,33.48
195505079,2013-12-20,56647,56646,VB138S03V1,5,79,STAR,G8,0.0000924640,137.7928100000,-4.2701770000,5563.66,4.463,-0.007,27.72
195505083,2013-12-20,56647,56646,VB138S03V1,5,83,STAR,F0,-0.0000088394,137.8664500000,-4.2197890000,6630.69,4.128,-0.095,-2.65
195505091,2013-12-20,56647,56646,VB138S03V1,5,91,STAR,F6,0.0000947322,137.9056600000,-4.4807390000,6262.55,4.161,0.032,28.40
195505111,2013-12-20,56647,56646,VB138S03V1,5,111,STAR,F5,0.0000491673,138.1718900000,-4.0159160000,6302.36,4.010,-0.246,14.74
195505132,2013-12-20,56647,56646,VB138S03V1,5,132,STAR,F9,-0.0000360583,138.4194300000,-4.0564330000,6128.25,4.198,0.073,-10.81
195505168,2013-12-20,56647,56646,VB138S03V1,5,168,STAR,G2,-0.0000122418,138.0498400000,-3.8941860000,5833.84,3.672,-0.166,-3.67
195505194,2013-12-20,56647,56646,VB138S03V1,5,194,STAR,F2,0.0000099069,137.3138700000,-3.7427200000,6088.94,3.986,0.001,2.97
195505218,2013-12-20,56647,56646,VB138S03V1,5,218,STAR,A3IV,0.0011717900,137.2504000000,-4.1734960000, , , , 
195505240,2013-12-20,56647,56646,VB138S03V1,5,240,STAR,F5,0.0001953018,137.2382800000,-3.9825570000,6329.86,4.081,-0.230,58.55
268305027,2014-11-18,56980,56979,HD052954N014721V01,5,27,STAR,A2IV,0.0001126900,82.1422916700,0.7659966700, , , , 
268305115,2014-11-18,56980,56979,HD052954N014721V01,5,115,STAR,F5,-0.0000512021,82.7086905600,0.7857116700,6479.08,3.987,0.071,-15.35
268305174,2014-11-18,56980,56979,HD052954N014721V01,5,174,STAR,F0,0.0000837579,82.1835505600,1.1938522200,7095.73,4.075,-0.058,25.11
